task,split,hf_subset,GritLM/GritLM-7B(13f00a0e36500c80ce12870ea513846a066004af),intfloat/multilingual-e5-base(d13f1b27baf31030b7fd040960d60d909913633f),intfloat/multilingual-e5-large(4dc6d853a804b9c8886ede6dda8a073b7dc08a81),intfloat/multilingual-e5-large-instruct(baa7be480a7de1539afce709c8f13f833a510e0a),intfloat/multilingual-e5-small(e4ce9877abf3edfe10b0d82785e83bdcb973e22e),sentence-transformers/LaBSE(e34fab64a3011d2176c99545a93d5cbddc9a91b7),sentence-transformers/all-MiniLM-L12-v2(a05860a77cef7b37e0048a7864658139bc18a854),sentence-transformers/all-MiniLM-L12-v2(no_revision_available),sentence-transformers/all-MiniLM-L6-v2(8b3219a92973c328a8e22fadcfa821b5dc75636a),sentence-transformers/all-mpnet-base-v2(84f2bcc00d77236f9e89c8a360a00fb1139bf47d),sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2(bf3bf13ab40c3157080a7ab344c831b9ad18b5eb),sentence-transformers/paraphrase-multilingual-mpnet-base-v2(79f2382ceacceacdf38563d7c5d16b9ff8d725d6)
BibleNLPBitextMining,train,rus_Cyrl-eng_Latn,,,,,,,0.1,,0.3,0.9,94.3,94.9
BibleNLPBitextMining,train,rwo_Latn-eng_Latn,,,,,,,0.4,,0.8,0.3,1.1,0.2
BibleNLPBitextMining,train,sab_Latn-eng_Latn,,,,,,,0.8,,0.3,0.4,1.5,2.1
BibleNLPBitextMining,train,san_Latn-eng_Latn,,,,,,,1.0,,0.8,0.6,0.3,0.2
BibleNLPBitextMining,train,sbe_Latn-eng_Latn,,,,,,,0.7,,0.6,0.3,0.8,0.1
BibleNLPBitextMining,train,sbk_Latn-eng_Latn,,,,,,,0.8,,0.8,0.0,1.7,1.5
BibleNLPBitextMining,train,sbs_Latn-eng_Latn,,,,,,,0.9,,0.3,0.7,1.8,1.4
BibleNLPBitextMining,train,seh_Latn-eng_Latn,,,,,,,0.4,,0.4,0.4,1.5,1.2
BibleNLPBitextMining,train,sey_Latn-eng_Latn,,,,,,,1.3,,0.8,0.4,2.0,1.2
BibleNLPBitextMining,train,sgb_Latn-eng_Latn,,,,,,,0.9,,0.9,0.5,1.8,2.5
BibleNLPBitextMining,train,sgz_Latn-eng_Latn,,,,,,,0.7,,0.0,0.6,1.1,1.2
BibleNLPBitextMining,train,shj_Latn-eng_Latn,,,,,,,2.0,,1.1,0.2,1.8,2.5
BibleNLPBitextMining,train,shp_Latn-eng_Latn,,,,,,,0.8,,1.1,0.0,1.3,0.9
BibleNLPBitextMining,train,sim_Latn-eng_Latn,,,,,,,0.2,,0.0,0.0,1.6,1.1
BibleNLPBitextMining,train,sja_Latn-eng_Latn,,,,,,,0.8,,0.4,0.0,2.5,1.5
BibleNLPBitextMining,train,sll_Latn-eng_Latn,,,,,,,0.7,,0.0,0.0,1.4,1.3
BibleNLPBitextMining,train,smk_Latn-eng_Latn,,,,,,,0.5,,0.7,0.6,3.3,2.8
BibleNLPBitextMining,train,snc_Latn-eng_Latn,,,,,,,1.1,,1.7,0.8,0.6,1.2
BibleNLPBitextMining,train,snn_Latn-eng_Latn,,,,,,,0.0,,0.0,0.0,1.5,2.0
BibleNLPBitextMining,train,snp_Latn-eng_Latn,,,,,,,1.3,,0.3,1.0,0.5,0.6
BibleNLPBitextMining,train,snx_Latn-eng_Latn,,,,,,,3.2,,2.9,2.6,5.1,3.6
BibleNLPBitextMining,train,sny_Latn-eng_Latn,,,,,,,0.7,,0.4,0.8,0.5,1.4
BibleNLPBitextMining,train,som_Latn-eng_Latn,,,,,,,1.2,,0.2,0.1,1.5,4.9
BibleNLPBitextMining,train,soq_Latn-eng_Latn,,,,,,,0.4,,0.9,0.0,1.2,0.9
BibleNLPBitextMining,train,soy_Latn-eng_Latn,,,,,,,0.0,,0.0,0.0,0.4,0.0
BibleNLPBitextMining,train,spa_Latn-eng_Latn,,,,,,,15.2,,11.3,20.1,97.9,97.9
BibleNLPBitextMining,train,spl_Latn-eng_Latn,,,,,,,0.3,,0.5,0.0,0.0,0.5
BibleNLPBitextMining,train,spm_Latn-eng_Latn,,,,,,,3.1,,1.1,1.5,1.5,2.6
BibleNLPBitextMining,train,spp_Latn-eng_Latn,,,,,,,0.1,,0.0,0.2,0.7,0.5
BibleNLPBitextMining,train,sps_Latn-eng_Latn,,,,,,,0.4,,0.0,0.4,1.8,1.7
BibleNLPBitextMining,train,spy_Latn-eng_Latn,,,,,,,0.2,,0.3,0.0,0.3,0.2
BibleNLPBitextMining,train,sri_Latn-eng_Latn,,,,,,,0.7,,1.6,0.0,1.1,1.8
BibleNLPBitextMining,train,srm_Latn-eng_Latn,,,,,,,0.4,,0.5,0.4,0.8,1.5
BibleNLPBitextMining,train,srn_Latn-eng_Latn,,,,,,,2.0,,0.9,1.3,2.5,4.9
BibleNLPBitextMining,train,srp_Latn-eng_Latn,,,,,,,0.8,,0.0,0.1,85.8,94.5
BibleNLPBitextMining,train,srq_Latn-eng_Latn,,,,,,,2.0,,0.9,0.8,3.0,4.0
BibleNLPBitextMining,train,ssd_Latn-eng_Latn,,,,,,,0.6,,1.0,0.5,3.0,3.1
BibleNLPBitextMining,train,ssg_Latn-eng_Latn,,,,,,,0.7,,0.6,1.1,1.0,1.6
BibleNLPBitextMining,train,ssx_Latn-eng_Latn,,,,,,,1.4,,0.0,0.0,0.0,0.8
BibleNLPBitextMining,train,stp_Latn-eng_Latn,,,,,,,0.0,,0.0,0.0,0.0,0.8
BibleNLPBitextMining,train,sua_Latn-eng_Latn,,,,,,,0.0,,0.0,0.0,0.0,0.7
BibleNLPBitextMining,train,sue_Latn-eng_Latn,,,,,,,0.7,,0.2,0.0,1.9,0.8
BibleNLPBitextMining,train,sus_Arab-eng_Latn,,,,,,,0.1,,0.0,0.0,0.0,0.2
BibleNLPBitextMining,train,suz_Latn-eng_Latn,,,,,,,0.0,,0.0,0.1,0.3,0.8
BibleNLPBitextMining,train,swe_Latn-eng_Latn,,,,,,,4.8,,4.3,5.7,81.7,85.0
BibleNLPBitextMining,train,swh_Latn-eng_Latn,,,,,,,0.6,,0.6,0.2,2.1,2.4
BibleNLPBitextMining,train,swp_Latn-eng_Latn,,,,,,,1.7,,0.6,0.7,1.5,1.4
BibleNLPBitextMining,train,sxb_Latn-eng_Latn,,,,,,,1.0,,0.7,0.1,1.0,2.2
BibleNLPBitextMining,train,tac_Latn-eng_Latn,,,,,,,0.0,,0.4,0.0,0.5,0.1
BibleNLPBitextMining,train,taj_Deva-eng_Latn,,,,,,,0.1,,0.4,0.0,1.1,3.0
BibleNLPBitextMining,train,tam_Taml-eng_Latn,,,,,,,0.0,,0.0,0.0,1.9,60.4
BibleNLPBitextMining,train,tav_Latn-eng_Latn,,,,,,,0.2,,1.4,0.8,1.3,1.3
BibleNLPBitextMining,train,taw_Latn-eng_Latn,,,,,,,0.5,,0.3,0.7,0.8,1.0
BibleNLPBitextMining,train,tbc_Latn-eng_Latn,,,,,,,0.4,,1.0,0.4,0.8,1.1
BibleNLPBitextMining,train,tbf_Latn-eng_Latn,,,,,,,1.4,,0.9,0.8,1.5,0.7
BibleNLPBitextMining,train,tbg_Latn-eng_Latn,,,,,,,0.1,,0.0,0.4,0.9,1.0
BibleNLPBitextMining,train,tbo_Latn-eng_Latn,,,,,,,0.8,,0.0,0.5,1.1,1.7
BibleNLPBitextMining,train,tbz_Latn-eng_Latn,,,,,,,0.4,,0.0,0.0,0.0,0.1
BibleNLPBitextMining,train,tca_Latn-eng_Latn,,,,,,,0.0,,0.0,0.0,0.4,0.4
BibleNLPBitextMining,train,tcs_Latn-eng_Latn,,,,,,,1.2,,2.2,1.1,3.0,2.3
BibleNLPBitextMining,train,tcz_Latn-eng_Latn,,,,,,,3.8,,4.1,4.0,2.1,1.5
BibleNLPBitextMining,train,tdt_Latn-eng_Latn,,,,,,,1.5,,0.7,0.6,1.3,1.3
BibleNLPBitextMining,train,tee_Latn-eng_Latn,,,,,,,0.1,,0.3,0.1,0.8,1.0
BibleNLPBitextMining,train,tel_Telu-eng_Latn,,,,,,,0.1,,0.3,0.2,6.4,58.6
BibleNLPBitextMining,train,ter_Latn-eng_Latn,,,,,,,0.4,,0.1,0.0,0.6,0.0
BibleNLPBitextMining,train,tet_Latn-eng_Latn,,,,,,,0.3,,0.4,0.7,0.7,0.9
BibleNLPBitextMining,train,tew_Latn-eng_Latn,,,,,,,4.8,,5.1,4.2,4.4,4.8
BibleNLPBitextMining,train,tfr_Latn-eng_Latn,,,,,,,0.4,,0.0,0.5,1.3,2.1
BibleNLPBitextMining,train,tgk_Cyrl-eng_Latn,,,,,,,0.1,,0.1,0.0,0.0,0.3
BibleNLPBitextMining,train,tgl_Latn-eng_Latn,,,,,,,1.0,,0.5,0.6,5.1,13.9
BibleNLPBitextMining,train,tgo_Latn-eng_Latn,,,,,,,0.1,,0.1,0.1,0.1,0.8
BibleNLPBitextMining,train,tgp_Latn-eng_Latn,,,,,,,4.1,,4.4,3.3,4.0,4.1
BibleNLPBitextMining,train,tha_Thai-eng_Latn,,,,,,,0.0,,0.0,0.3,85.6,89.1
BibleNLPBitextMining,train,tif_Latn-eng_Latn,,,,,,,0.4,,0.3,0.0,0.5,0.8
BibleNLPBitextMining,train,tim_Latn-eng_Latn,,,,,,,0.0,,0.0,0.8,0.2,2.3
BibleNLPBitextMining,train,tiw_Latn-eng_Latn,,,,,,,4.9,,3.6,6.3,2.5,3.0
BibleNLPBitextMining,train,tiy_Latn-eng_Latn,,,,,,,0.3,,0.5,0.0,1.4,1.1
BibleNLPBitextMining,train,tke_Latn-eng_Latn,,,,,,,1.2,,0.1,1.2,1.2,0.8
BibleNLPBitextMining,train,tku_Latn-eng_Latn,,,,,,,1.4,,0.8,0.1,2.0,2.6
BibleNLPBitextMining,train,tlf_Latn-eng_Latn,,,,,,,0.2,,0.2,0.2,0.6,0.5
BibleNLPBitextMining,train,tmd_Latn-eng_Latn,,,,,,,0.7,,0.4,0.8,0.2,0.4
BibleNLPBitextMining,train,tna_Latn-eng_Latn,,,,,,,0.1,,0.6,0.4,3.3,1.4
BibleNLPBitextMining,train,tnc_Latn-eng_Latn,,,,,,,0.3,,0.3,0.2,1.4,0.6
BibleNLPBitextMining,train,tnk_Latn-eng_Latn,,,,,,,0.6,,0.1,0.6,1.3,1.5
BibleNLPBitextMining,train,tnn_Latn-eng_Latn,,,,,,,1.0,,0.0,0.9,1.1,1.9
BibleNLPBitextMining,train,tnp_Latn-eng_Latn,,,,,,,0.8,,0.4,0.4,0.7,1.1
BibleNLPBitextMining,train,toc_Latn-eng_Latn,,,,,,,0.4,,0.5,0.3,1.3,0.4
BibleNLPBitextMining,train,tod_Latn-eng_Latn,,,,,,,1.6,,1.2,1.4,0.9,0.7
BibleNLPBitextMining,train,tof_Latn-eng_Latn,,,,,,,0.5,,0.3,0.3,0.9,1.4
BibleNLPBitextMining,train,toj_Latn-eng_Latn,,,,,,,0.1,,0.4,0.4,1.2,1.5
BibleNLPBitextMining,train,ton_Latn-eng_Latn,,,,,,,0.0,,0.4,0.4,0.3,1.1
BibleNLPBitextMining,train,too_Latn-eng_Latn,,,,,,,0.8,,1.2,0.2,2.3,1.9
BibleNLPBitextMining,train,top_Latn-eng_Latn,,,,,,,0.9,,0.6,0.2,1.4,1.3
BibleNLPBitextMining,train,tos_Latn-eng_Latn,,,,,,,0.5,,0.3,0.2,0.2,1.7
BibleNLPBitextMining,train,tpa_Latn-eng_Latn,,,,,,,8.5,,7.3,4.9,6.9,8.5
BibleNLPBitextMining,train,tpi_Latn-eng_Latn,,,,,,,3.8,,2.5,6.0,3.5,3.6
BibleNLPBitextMining,train,tpt_Latn-eng_Latn,,,,,,,1.8,,0.8,0.9,2.6,2.2
BibleNLPBitextMining,train,tpz_Latn-eng_Latn,,,,,,,0.0,,0.4,0.1,0.5,0.8
BibleNLPBitextMining,train,trc_Latn-eng_Latn,,,,,,,0.7,,0.0,0.1,0.7,1.5
BibleNLPBitextMining,train,tsw_Latn-eng_Latn,,,,,,,0.0,,0.4,0.3,0.1,1.0
BibleNLPBitextMining,train,ttc_Latn-eng_Latn,,,,,,,0.0,,0.3,1.0,0.7,1.6
BibleNLPBitextMining,train,tte_Latn-eng_Latn,,,,,,,1.0,,0.4,0.4,1.0,0.9
BibleNLPBitextMining,train,tuc_Latn-eng_Latn,,,,,,,1.3,,1.1,2.2,0.3,0.6
BibleNLPBitextMining,train,tue_Latn-eng_Latn,,,,,,,0.6,,1.5,0.8,1.8,2.6
BibleNLPBitextMining,train,tuf_Latn-eng_Latn,,,,,,,0.2,,0.4,0.0,1.3,1.6
BibleNLPBitextMining,train,tuo_Latn-eng_Latn,,,,,,,1.4,,0.4,0.2,0.9,3.2
BibleNLPBitextMining,train,tur_Latn-eng_Latn,,,,,,,0.5,,0.6,0.4,70.3,76.8
BibleNLPBitextMining,train,tvk_Latn-eng_Latn,,,,,,,0.5,,0.5,0.3,1.7,1.3
BibleNLPBitextMining,train,twi_Latn-eng_Latn,,,,,,,0.4,,1.0,0.2,1.0,2.9
BibleNLPBitextMining,train,txq_Latn-eng_Latn,,,,,,,0.5,,0.9,0.1,1.1,2.1
BibleNLPBitextMining,train,txu_Latn-eng_Latn,,,,,,,0.3,,0.0,0.3,0.4,1.4
BibleNLPBitextMining,train,tzj_Latn-eng_Latn,,,,,,,0.9,,0.3,1.5,1.8,3.1
BibleNLPBitextMining,train,tzo_Latn-eng_Latn,,,,,,,1.2,,0.0,0.4,1.1,0.5
BibleNLPBitextMining,train,ubr_Latn-eng_Latn,,,,,,,4.6,,4.8,3.1,3.6,4.3
BibleNLPBitextMining,train,ubu_Latn-eng_Latn,,,,,,,0.1,,0.9,0.2,0.0,0.1
BibleNLPBitextMining,train,udu_Latn-eng_Latn,,,,,,,0.1,,0.0,0.0,0.6,0.3
BibleNLPBitextMining,train,uig_Latn-eng_Latn,,,,,,,0.8,,1.1,0.9,4.1,5.8
BibleNLPBitextMining,train,ukr_Cyrl-eng_Latn,,,,,,,0.2,,0.1,0.2,90.0,89.8
BibleNLPBitextMining,train,uli_Latn-eng_Latn,,,,,,,4.6,,5.4,3.4,3.7,3.8
BibleNLPBitextMining,train,ulk_Latn-eng_Latn,,,,,,,2.9,,1.9,0.9,2.4,2.7
BibleNLPBitextMining,train,upv_Latn-eng_Latn,,,,,,,1.2,,1.2,0.0,2.1,1.5
BibleNLPBitextMining,train,ura_Latn-eng_Latn,,,,,,,0.9,,0.1,0.9,0.4,0.4
BibleNLPBitextMining,train,urb_Latn-eng_Latn,,,,,,,0.4,,0.0,0.0,0.0,0.0
BibleNLPBitextMining,train,urd_Arab-eng_Latn,,,,,,,1.0,,0.2,0.4,2.2,2.3
BibleNLPBitextMining,train,uri_Latn-eng_Latn,,,,,,,0.5,,0.2,1.4,0.9,2.3
BibleNLPBitextMining,train,urt_Latn-eng_Latn,,,,,,,0.2,,0.7,0.6,1.5,1.6
BibleNLPBitextMining,train,urw_Latn-eng_Latn,,,,,,,3.0,,2.4,5.1,5.5,6.6
BibleNLPBitextMining,train,usa_Latn-eng_Latn,,,,,,,0.0,,0.0,0.0,0.0,0.1
BibleNLPBitextMining,train,usp_Latn-eng_Latn,,,,,,,1.5,,0.4,0.4,1.0,1.1
BibleNLPBitextMining,train,uvh_Latn-eng_Latn,,,,,,,0.0,,0.0,0.1,0.0,0.8
BibleNLPBitextMining,train,uvl_Latn-eng_Latn,,,,,,,0.6,,0.2,0.3,1.5,0.7
BibleNLPBitextMining,train,vid_Latn-eng_Latn,,,,,,,0.5,,0.7,0.2,0.7,0.6
BibleNLPBitextMining,train,vie_Latn-eng_Latn,,,,,,,0.2,,0.2,0.2,88.7,91.2
BibleNLPBitextMining,train,viv_Latn-eng_Latn,,,,,,,0.8,,0.0,0.0,0.8,0.1
BibleNLPBitextMining,train,vmy_Latn-eng_Latn,,,,,,,1.4,,0.9,0.0,2.1,2.3
BibleNLPBitextMining,train,waj_Latn-eng_Latn,,,,,,,0.5,,0.0,0.0,1.0,0.5
BibleNLPBitextMining,train,wal_Ethi-eng_Latn,,,,,,,0.2,,0.3,0.0,0.9,0.4
BibleNLPBitextMining,train,wap_Latn-eng_Latn,,,,,,,5.9,,5.2,4.5,4.6,3.8
BibleNLPBitextMining,train,wat_Latn-eng_Latn,,,,,,,1.7,,1.0,0.9,0.0,0.1
BibleNLPBitextMining,train,wbi_Latn-eng_Latn,,,,,,,1.3,,0.4,0.1,2.1,0.9
BibleNLPBitextMining,train,wbp_Latn-eng_Latn,,,,,,,0.4,,0.0,0.5,0.0,0.4
BibleNLPBitextMining,train,wed_Latn-eng_Latn,,,,,,,4.5,,3.8,5.4,5.3,5.9
BibleNLPBitextMining,train,wer_Latn-eng_Latn,,,,,,,0.5,,0.4,0.3,0.5,0.3
BibleNLPBitextMining,train,wim_Latn-eng_Latn,,,,,,,3.3,,2.0,3.5,1.5,3.6
BibleNLPBitextMining,train,wiu_Latn-eng_Latn,,,,,,,0.0,,0.0,0.4,0.8,0.4
BibleNLPBitextMining,train,wiv_Latn-eng_Latn,,,,,,,1.0,,0.5,0.7,1.9,1.4
BibleNLPBitextMining,train,wmt_Latn-eng_Latn,,,,,,,0.0,,0.0,0.0,0.0,0.0
BibleNLPBitextMining,train,wmw_Latn-eng_Latn,,,,,,,1.1,,0.8,0.0,1.5,1.1
BibleNLPBitextMining,train,wnc_Latn-eng_Latn,,,,,,,0.3,,0.0,0.0,0.8,0.4
BibleNLPBitextMining,train,wnu_Latn-eng_Latn,,,,,,,0.8,,1.2,0.8,0.7,1.1
BibleNLPBitextMining,train,wol_Latn-eng_Latn,,,,,,,0.5,,0.0,0.9,0.4,1.4
BibleNLPBitextMining,train,wos_Latn-eng_Latn,,,,,,,1.6,,0.1,0.4,0.0,0.6
BibleNLPBitextMining,train,wrk_Latn-eng_Latn,,,,,,,0.1,,0.0,0.4,0.4,0.2
BibleNLPBitextMining,train,wro_Latn-eng_Latn,,,,,,,5.0,,4.6,10.9,6.4,6.2
BibleNLPBitextMining,train,wrs_Latn-eng_Latn,,,,,,,0.8,,0.2,0.4,0.3,0.4
BibleNLPBitextMining,train,wsk_Latn-eng_Latn,,,,,,,3.9,,3.9,4.8,6.0,4.1
BibleNLPBitextMining,train,wuv_Latn-eng_Latn,,,,,,,6.6,,7.0,4.9,4.8,3.8
BibleNLPBitextMining,train,xav_Latn-eng_Latn,,,,,,,0.0,,0.0,0.0,0.0,0.0
BibleNLPBitextMining,train,xbi_Latn-eng_Latn,,,,,,,1.3,,0.4,0.4,1.4,1.3
BibleNLPBitextMining,train,xed_Latn-eng_Latn,,,,,,,0.4,,0.7,0.0,0.5,0.1
BibleNLPBitextMining,train,xla_Latn-eng_Latn,,,,,,,0.6,,0.4,0.0,0.0,0.0
BibleNLPBitextMining,train,xnn_Latn-eng_Latn,,,,,,,1.0,,0.7,0.8,0.4,1.6
BibleNLPBitextMining,train,xon_Latn-eng_Latn,,,,,,,1.2,,1.1,0.3,0.7,2.5
BibleNLPBitextMining,train,xsi_Latn-eng_Latn,,,,,,,0.5,,0.4,0.5,0.4,2.0
BibleNLPBitextMining,train,xtd_Latn-eng_Latn,,,,,,,0.4,,0.5,0.1,0.9,2.0
BibleNLPBitextMining,train,xtm_Latn-eng_Latn,,,,,,,1.1,,0.1,0.4,0.1,1.2
BibleNLPBitextMining,train,yaa_Latn-eng_Latn,,,,,,,0.3,,0.5,0.0,0.9,1.4
BibleNLPBitextMining,train,yad_Latn-eng_Latn,,,,,,,0.1,,0.1,0.0,0.0,0.2
BibleNLPBitextMining,train,yal_Latn-eng_Latn,,,,,,,0.7,,0.0,0.0,0.2,1.1
BibleNLPBitextMining,train,yap_Latn-eng_Latn,,,,,,,3.1,,2.9,2.0,3.3,4.5
BibleNLPBitextMining,train,yaq_Latn-eng_Latn,,,,,,,0.0,,0.0,0.1,0.0,0.6
BibleNLPBitextMining,train,yby_Latn-eng_Latn,,,,,,,0.3,,0.1,0.9,0.5,0.1
BibleNLPBitextMining,train,ycn_Latn-eng_Latn,,,,,,,0.0,,0.3,0.0,0.7,0.0
BibleNLPBitextMining,train,yka_Latn-eng_Latn,,,,,,,2.7,,0.8,0.8,1.6,3.4
BibleNLPBitextMining,train,yle_Latn-eng_Latn,,,,,,,0.4,,0.1,0.0,0.4,0.7
BibleNLPBitextMining,train,yml_Latn-eng_Latn,,,,,,,0.5,,0.5,0.1,0.4,0.5
BibleNLPBitextMining,train,yon_Latn-eng_Latn,,,,,,,0.5,,0.4,0.6,1.0,0.2
BibleNLPBitextMining,train,yor_Latn-eng_Latn,,,,,,,1.1,,0.9,0.5,3.3,3.2
BibleNLPBitextMining,train,yrb_Latn-eng_Latn,,,,,,,0.5,,0.0,0.0,0.7,0.5
BibleNLPBitextMining,train,yre_Latn-eng_Latn,,,,,,,0.3,,0.0,0.2,0.0,0.3
BibleNLPBitextMining,train,yss_Latn-eng_Latn,,,,,,,0.6,,0.2,0.9,0.7,0.4
BibleNLPBitextMining,train,yuj_Latn-eng_Latn,,,,,,,2.1,,0.2,1.4,0.6,1.2
BibleNLPBitextMining,train,yut_Latn-eng_Latn,,,,,,,1.2,,0.5,0.8,0.8,1.9
BibleNLPBitextMining,train,yuw_Latn-eng_Latn,,,,,,,1.3,,0.1,0.5,0.8,0.9
BibleNLPBitextMining,train,yva_Latn-eng_Latn,,,,,,,1.2,,0.3,0.1,2.3,1.7
BibleNLPBitextMining,train,zaa_Latn-eng_Latn,,,,,,,0.7,,1.1,0.2,1.2,3.1
BibleNLPBitextMining,train,zab_Latn-eng_Latn,,,,,,,1.3,,0.1,0.0,2.4,4.1
BibleNLPBitextMining,train,zac_Latn-eng_Latn,,,,,,,1.7,,1.7,0.4,3.7,3.7
BibleNLPBitextMining,train,zad_Latn-eng_Latn,,,,,,,0.4,,0.3,0.1,0.8,0.9
BibleNLPBitextMining,train,zai_Latn-eng_Latn,,,,,,,0.0,,0.8,0.3,1.9,4.2
BibleNLPBitextMining,train,zaj_Latn-eng_Latn,,,,,,,0.8,,0.2,0.5,1.7,0.2
BibleNLPBitextMining,train,zam_Latn-eng_Latn,,,,,,,0.8,,1.5,0.2,0.8,2.9
BibleNLPBitextMining,train,zao_Latn-eng_Latn,,,,,,,0.7,,0.6,0.0,0.8,2.3
BibleNLPBitextMining,train,zap_Latn-eng_Latn,,,,,,,0.7,,0.8,0.4,2.4,2.1
BibleNLPBitextMining,train,zar_Latn-eng_Latn,,,,,,,0.1,,1.0,0.0,1.4,1.4
BibleNLPBitextMining,train,zas_Latn-eng_Latn,,,,,,,1.0,,0.0,0.1,2.2,3.0
BibleNLPBitextMining,train,zat_Latn-eng_Latn,,,,,,,0.5,,0.5,0.0,0.8,1.9
BibleNLPBitextMining,train,zav_Latn-eng_Latn,,,,,,,0.7,,0.8,0.0,0.5,2.2
BibleNLPBitextMining,train,zaw_Latn-eng_Latn,,,,,,,0.9,,0.4,0.3,0.9,2.6
BibleNLPBitextMining,train,zca_Latn-eng_Latn,,,,,,,0.9,,0.5,0.5,1.1,1.7
BibleNLPBitextMining,train,zga_Latn-eng_Latn,,,,,,,1.5,,0.8,0.1,1.2,2.2
BibleNLPBitextMining,train,zia_Latn-eng_Latn,,,,,,,0.4,,0.4,0.7,0.3,1.2
BibleNLPBitextMining,train,ziw_Latn-eng_Latn,,,,,,,0.5,,0.2,0.0,0.1,0.5
BibleNLPBitextMining,train,zlm_Latn-eng_Latn,,,,,,,2.1,,0.9,0.8,88.1,95.1
BibleNLPBitextMining,train,zos_Latn-eng_Latn,,,,,,,0.5,,0.0,0.1,1.0,3.0
BibleNLPBitextMining,train,zpc_Latn-eng_Latn,,,,,,,0.2,,0.3,0.1,1.2,2.9
BibleNLPBitextMining,train,zpl_Latn-eng_Latn,,,,,,,0.3,,0.1,0.9,4.5,4.3
BibleNLPBitextMining,train,zpm_Latn-eng_Latn,,,,,,,0.8,,0.5,0.3,0.6,1.1
BibleNLPBitextMining,train,zpo_Latn-eng_Latn,,,,,,,1.1,,0.2,0.4,1.4,2.6
BibleNLPBitextMining,train,zpq_Latn-eng_Latn,,,,,,,0.7,,0.5,0.1,0.1,1.4
BibleNLPBitextMining,train,zpu_Latn-eng_Latn,,,,,,,2.2,,1.3,0.8,1.7,1.7
BibleNLPBitextMining,train,zpv_Latn-eng_Latn,,,,,,,0.8,,0.1,0.7,1.2,2.3
BibleNLPBitextMining,train,zpz_Latn-eng_Latn,,,,,,,0.1,,0.3,0.0,0.8,1.9
BibleNLPBitextMining,train,zsr_Latn-eng_Latn,,,,,,,0.9,,1.1,0.4,1.9,2.1
BibleNLPBitextMining,train,ztq_Latn-eng_Latn,,,,,,,1.0,,0.5,0.1,1.5,3.6
BibleNLPBitextMining,train,zty_Latn-eng_Latn,,,,,,,0.1,,0.7,0.0,0.4,1.3
BibleNLPBitextMining,train,zyp_Latn-eng_Latn,,,,,,,1.7,,1.0,1.0,0.4,0.5
BornholmBitextMining,test,default,45.1,,29.6,55.2,37.1,45.6,35.2,,29.7,27.4,19.7,18.2
DiaBlaBitextMining,test,en-fr,81.2,,84.5,86.6,79.7,87.7,9.7,,3.5,7.7,77.8,80.7
DiaBlaBitextMining,test,fr-en,81.2,,84.5,86.6,79.7,87.7,9.7,,3.5,7.7,77.8,80.7
IndicGenBenchFloresBitextMining,test,asm-eng,63.4,,,,94.7,,,,1.0,1.4,,
IndicGenBenchFloresBitextMining,test,awa-eng,93.3,,,,98.3,,,,0.4,1.3,,
IndicGenBenchFloresBitextMining,test,ben-eng,92.5,,,,99.5,,,,0.5,1.8,,
IndicGenBenchFloresBitextMining,test,bgc-eng,91.5,,,,96.5,,,,0.2,0.9,,
IndicGenBenchFloresBitextMining,test,bho-eng,88.6,,,,96.6,,,,0.9,2.4,,
IndicGenBenchFloresBitextMining,test,bod-eng,9.3,,,,5.6,,,,0.7,0.5,,
IndicGenBenchFloresBitextMining,test,boy-eng,23.0,,,,21.2,,,,0.6,2.0,,
IndicGenBenchFloresBitextMining,test,eng-asm,68.2,,,,97.5,,,,1.7,1.6,,
IndicGenBenchFloresBitextMining,test,eng-awa,90.1,,,,98.6,,,,2.0,2.4,,
IndicGenBenchFloresBitextMining,test,eng-ben,87.9,,,,100.0,,,,1.4,1.9,,
IndicGenBenchFloresBitextMining,test,eng-bgc,89.2,,,,98.4,,,,1.7,1.9,,
IndicGenBenchFloresBitextMining,test,eng-bho,85.6,,,,97.4,,,,2.5,3.0,,
IndicGenBenchFloresBitextMining,test,eng-bod,14.8,,,,9.2,,,,1.0,0.6,,
IndicGenBenchFloresBitextMining,test,eng-boy,26.8,,,,29.8,,,,2.3,3.1,,
IndicGenBenchFloresBitextMining,test,eng-gbm,88.0,,,,97.9,,,,2.2,2.1,,
IndicGenBenchFloresBitextMining,test,eng-gom,67.8,,,,88.9,,,,3.1,4.0,,
IndicGenBenchFloresBitextMining,test,eng-guj,58.5,,,,99.9,,,,2.0,2.2,,
IndicGenBenchFloresBitextMining,test,eng-hin,94.6,,,,100.0,,,,2.5,3.0,,
IndicGenBenchFloresBitextMining,test,eng-hne,86.9,,,,99.3,,,,1.3,2.0,,
IndicGenBenchFloresBitextMining,test,eng-kan,69.7,,,,99.6,,,,3.2,2.6,,
IndicGenBenchFloresBitextMining,test,eng-mai,89.0,,,,99.6,,,,2.1,3.1,,
IndicGenBenchFloresBitextMining,test,eng-mal,47.3,,,,99.6,,,,2.9,2.8,,
IndicGenBenchFloresBitextMining,test,eng-mar,83.1,,,,99.3,,,,1.6,2.9,,
IndicGenBenchFloresBitextMining,test,eng-mni,39.5,,,,50.0,,,,0.9,3.6,,
IndicGenBenchFloresBitextMining,test,eng-mup,88.1,,,,98.6,,,,1.5,2.7,,
